https://cdn.meme.am/images/400x/1119726.jpg	Hmm, hard to make another chemistry joke...	all the good ones argon
https://cdn.meme.am/images/400x/564288.jpg	I like my girls like my whiskey	twelve years old and mixed up with coke
https://cdn.meme.am/images/400x/564288.jpg	OLD ENOUGH TO COUNT?	OLD ENOUGH TO mOUNT
https://cdn.meme.am/images/400x/564288.jpg	What's the leading cause of child molestation?	Sexy children
https://cdn.meme.am/images/400x/564288.jpg	Kidnapping?	I prefer the term "SURPRISE Adoption"
https://cdn.meme.am/images/400x/564288.jpg	Go to Harry potter theme park	Show All the kids my wand
https://cdn.meme.am/images/400x/366130.jpg	Posts a picture of himself on facebook	gets used for thousands of degrading memes
https://cdn.meme.am/images/400x/366130.jpg	finds a youtube video with no dislikes	presses the disslike buttion
https://cdn.meme.am/images/400x/366130.jpg	hey can i borrow	everything
https://cdn.meme.am/images/400x/366130.jpg	finds waldo	circles him with a pen
https://cdn.meme.am/images/400x/366130.jpg	Calls Party A Sausage Fest 	Brought 10 dudes With him
https://cdn.meme.am/images/400x/366130.jpg	a meme makes him laugh	doesn't vote it up
https://cdn.meme.am/images/400x/366130.jpg	Says that he'll fight you	shows up with 5 other friends
https://cdn.meme.am/images/400x/366130.jpg	gets bitten by zombie	doesn't tell anyone
https://cdn.meme.am/images/400x/366130.jpg	Goes to high school parties	25 years old
https://cdn.meme.am/images/400x/366130.jpg	offers you a ride	asks you to pay for gas
https://cdn.meme.am/images/400x/366130.jpg	found a friend's facebook open	got him a timeline
https://cdn.meme.am/images/400x/366130.jpg	Buys Mothers day present	With money borrowed from Mother
https://cdn.meme.am/images/400x/366130.jpg	ATTEMPTS TO MUG YOU AND YOU END UP KICKING HIS ASS	TRIES TO TAKE YOU TO COURT FOR ASSAULT
https://cdn.meme.am/images/400x/366130.jpg	friend breaks up with hot girlfriend	likes her changed relationship status
https://cdn.meme.am/images/400x/366130.jpg	"we're Gonna be friends forever bro"	Gets girlfriend, never speaks to you again
https://cdn.meme.am/images/400x/366130.jpg	CHEATS ON YOUR SISTER	WITH YOUR GIRLFRIEND
https://cdn.meme.am/images/400x/366130.jpg	Sees a meme that's not in English	Downvotes
https://cdn.meme.am/images/400x/366130.jpg	kills own teammate in halo	just to get their gun
https://cdn.meme.am/images/400x/1164.jpg	corporations are evil	tweeted from my ipad at starbucks
https://cdn.meme.am/images/400x/32.jpg	hiTLER WASN'T SUCH A BAD GUY	AFTER ALL, HE DID KILL HITLER
https://cdn.meme.am/images/400x/32.jpg	internet explorer	is the best browser to download another browser
https://cdn.meme.am/images/400x/9351.jpg	Burned mouth	ate pizza before it was cool
https://cdn.meme.am/images/400x/1325.jpg	collect weapons	always use the same one
https://cdn.meme.am/images/400x/142442.jpg	open a pack of gum in class	have friends for 2 minutes
https://cdn.meme.am/images/400x/142442.jpg	Has 49/50 achievements	Missing Co-Op One
https://cdn.meme.am/images/400x/142442.jpg	I'm gonna spend valentine's day with my ex	box 360
https://cdn.meme.am/images/400x/142442.jpg	My girlfriend is like MY FERRARI	I DON'T HAVE ONE 
https://cdn.meme.am/images/400x/142442.jpg	open a pack of gum in class	have friends for 2 minutes
https://cdn.meme.am/images/400x/142442.jpg	makng a meme at meme generator	nobody press the up arrow
https://cdn.meme.am/images/400x/142442.jpg	a girl invited me over saying nobody was home	nobody was home
https://cdn.meme.am/images/400x/142442.jpg	facebook deletes thousands of fake profiles	goes from 100 friends to zero overnight
https://cdn.meme.am/images/400x/142442.jpg	Makes A facebook for pet	Pet rejects friend request
https://cdn.meme.am/images/400x/142442.jpg	Googled "How To Get A Girlfriend"	got error 404 instead.
https://cdn.meme.am/images/400x/142442.jpg	do you even have friends?	yes i have all the seasons
https://cdn.meme.am/images/400x/142442.jpg	CALLS SKYPE TEST CALL	DOESNT PICK UP
https://cdn.meme.am/images/400x/142442.jpg	Parents got divorced	no one fought for custody
https://cdn.meme.am/images/400x/142442.jpg	Girl givEs you number	Suicide hotline
https://cdn.meme.am/images/400x/142442.jpg	sets table for two	imaginary friend doesn't show up
https://cdn.meme.am/images/400x/142442.jpg	I'M SINGLE BY CHOICE	GIRL'S CHOICE
https://cdn.meme.am/images/400x/142442.jpg	BUY A SHiP NAMED RELATION	Now you have a relationship
https://cdn.meme.am/images/400x/142442.jpg	deactivates facebook	no one notices
https://cdn.meme.am/images/400x/142442.jpg	MAKES A MEME	IS THE ONLY ONE TO RATE IT UP
https://cdn.meme.am/images/400x/142442.jpg	My Ultimate sexual fantasy	is to have sex
https://cdn.meme.am/images/400x/142442.jpg	won a trip for two to disneyland	goes twice
https://cdn.meme.am/images/400x/142442.jpg	MAKES MILKSHAKES	NO ONE COMES TO THE YARD
https://cdn.meme.am/images/400x/142442.jpg	JUST GOT FUNNY RINGTONE	TOO BAD ILL NEVER HEAR IT
https://cdn.meme.am/images/400x/203.jpg	regret wasting time on the internet	continue wasting time ON THE INTERNET
https://cdn.meme.am/images/400x/203.jpg	finish fapping 	feel disgusted with subject of choice
https://cdn.meme.am/images/400x/203.jpg	why did the semen cross the road?	i put on the wrong sock this morning
https://cdn.meme.am/images/400x/203.jpg	Have diarrhea, feel fart coming on	russian roulette
https://cdn.meme.am/images/400x/203.jpg	Home alone	take shit with door open
https://cdn.meme.am/images/400x/203.jpg	Tons of stuff to do	laugh at frogs on the internet
https://cdn.meme.am/images/400x/203.jpg	have a really stupid question, search it on google	the feeling of internal relief when some dumbass already asked it on yahoo
https://cdn.meme.am/images/400x/203.jpg	soap bar breaks into bunch of pieces in shower	squish pieces together into new lumpy  retard soap, use for 2 more weeks
https://cdn.meme.am/images/400x/203.jpg	Study for ten minutes	reward self with two hours of pointless internet use
https://cdn.meme.am/images/400x/203.jpg	dad comes into the room	stare at google until he leaves
https://cdn.meme.am/images/400x/203.jpg	try to tell parents joke	turns into life lesson
https://cdn.meme.am/images/400x/203.jpg	wake up after 10 hours of sleep	still be tired
https://cdn.meme.am/images/400x/203.jpg	Hang out with female friends	Come home and masturbate
https://cdn.meme.am/images/400x/203.jpg	"Bake 20-24 minutes"?	bake 22 minutes
https://cdn.meme.am/images/400x/203.jpg	sees belt in yesterday's pants	Now they're today's pants
https://cdn.meme.am/images/400x/203.jpg	her profile is public	time to fap to her "beach 2011 :)" album
https://cdn.meme.am/images/400x/203.jpg	Relates to every one of these	changes nothing about life style
https://cdn.meme.am/images/400x/203.jpg	Hate how lonely you are	hate being around people
https://cdn.meme.am/images/400x/203.jpg	30 mins searching for perfect scene	fap for 30 seconds
https://cdn.meme.am/images/400x/203.jpg	Dentist in 2 hours	brush teeth like no tomorrow to make up for past 6 months
https://cdn.meme.am/images/400x/203.jpg	my bedroom trashcan	will get you pregnant
https://cdn.meme.am/images/400x/203.jpg	Nothing in pantry or Fridge	Check again in 5 minutes
https://cdn.meme.am/images/400x/203.jpg	Stain on Toilet bowl?	Pee on it to clean
https://cdn.meme.am/images/400x/203.jpg	fart in bed	lift up covers to smell
https://cdn.meme.am/images/400x/203.jpg	finish fapping	close 17 tabs
https://cdn.meme.am/images/400x/84688.jpg	I don't always use memes	but when I do i use the wrong one
https://cdn.meme.am/images/400x/84688.jpg	Not sure if friends are dead	or playing skyrim
https://cdn.meme.am/images/400x/84688.jpg	NoT SURE IF UNDER PRESSURE	OR ICE,ICE, BABY
https://cdn.meme.am/images/400x/84688.jpg	not sure if you're just somebody i used to know	or if i just met you and this is crazy
https://cdn.meme.am/images/400x/84688.jpg	Not sure if hungry	or bored
https://cdn.meme.am/images/400x/84688.jpg	Not sure if download link	or advertisement
https://cdn.meme.am/images/400x/84688.jpg	NOT SURE IF I'M AWKWARD BECAUSE OF SITUATION	oR SITUATION IS AWKWARD BECAUSE OF ME
https://cdn.meme.am/images/400x/84688.jpg	Not sure if pokeball	or voltorb
https://cdn.meme.am/images/400x/84688.jpg	not sure if wrong password	or wrong username
https://cdn.meme.am/images/400x/1391.jpg	Trees	they're just really really slow explosions 
https://cdn.meme.am/images/400x/1391.jpg	when life gives you lemons	....I have no idea where i am right now.
https://cdn.meme.am/images/400x/3291562.jpg	one does not simply	pee with a boner
https://cdn.meme.am/images/400x/3291562.jpg	ONE DOES NOT SIMPLY READ A MEME	IN YOUR OWN VOICE
https://cdn.meme.am/images/400x/3291562.jpg	one does not simply	find nemo
https://cdn.meme.am/images/400x/3291562.jpg	one does not simply	read one meme
https://cdn.meme.am/images/400x/3291562.jpg	One does not simply "wake up" 	at 5 am and finish homework
https://cdn.meme.am/images/400x/3291562.jpg	One does not simply leave prison 	with a butt-hole this big..
https://cdn.meme.am/images/400x/3291562.jpg	one does not simply	report an error to microsoft and get a solution
